TEXTO,CARRERA,LABEL
apasionar analizar impacto cultura organizacional motivación desempeño trabajador,RELACIONES INDUSTRIALES,12
querer plataforma educativo,EDUCACIÓN,14
disfruto leer escribir poesía organizo club lectura interesar literatura comparado crítica literario querer investigar enseñar literatura,LETRAS,10
tendencia global estrategia transformación digital permitir empresa adaptar él entorno competitivo estudiante gestión,ADMINISTRACIÓN,7
interesado cloud computing microserviz architecturir use aws docker,INFORMÁTICA,15
gustar escribir historia reflejar realidad social,LETRAS,10
gustar trabajar comunicación unificado sistema voip,TELECOMUNICACIONES,16
querer afectar infraestructura sociedad,CIVIL,9
desarrollar modelo simulación predecir comportamiento infraestructura,CIVIL,9
buscar manera optimizar proceso reducir costo,INDUSTRIAL,0
inspirar crear diseño integrarar eficiencia energético espacio verde tecnología digital,ARQUITECTURA,6
sentir satisfacción idea mejorar productividad,INDUSTRIAL,0
industria sostenible rentable,INDUSTRIAL,0
gustar planificar organizar tarea complejo,INDUSTRIAL,0
disfrutar estudio urbano sociología ciudad trabajo gis,SOCIOLOGÍA,1
gustar asistir conferencia tecnología emergente,TELECOMUNICACIONES,16
elaborar estrategia superar estrés contexto difícil,PSICOLOGÍA,2
entender evolución derecho penal civil estudiar jurisprudencia,DERECHO,11
estudiante alfabetización disfruto experimentar género literario técnico narrativo crear ensayo poesía historia reflejar compromiso cultura,LETRAS,10
disfruto economía conductual experimental trabajo diseño experimental,ECONOMÍA,5
desarrollar competencia auditoría control interno detectar ineficiencia registro contable,CONTADURÍA,4
sentir curiosidad gestión eficiente recurso,INDUSTRIAL,0
disfruto trabajar debido diligencia,DERECHO,11
interesar negociación colectivo derecho laboral,RELACIONES INDUSTRIALES,12
interesar entender comportamiento humano voluntariado centro comunitario gustar escuchar ayudar querer terapeuta trabajar salud mental,PSICOLOGÍA,2
interesar comunicación político afectar sociedad,COMUNICACIÓN SOCIAL,3
cultura arte importante,LETRAS,10
apasionar diseño data centers cloud networking trabajo virtualización,TELECOMUNICACIONES,16
sistema jurídico evolucionar sociedad,DERECHO,11
motivar informar mantener sociedad acontecimiento,COMUNICACIÓN SOCIAL,3
interesado conservación restauración estructura histórico,CIVIL,9
interesado aplicar técnica gestión estratégico mejorar competitividad empresarial,ADMINISTRACIÓN,7
investigar material ecológico edificio reducir huella ambiental,ARQUITECTURA,6
querer mejorar producción,INDUSTRIAL,0
utilizar método mixto estudiar dinámica social impacto tecnología cohesión comunitario,SOCIOLOGÍA,1
aplico técnico simulación modelado matemático resolver desafío producción,INDUSTRIAL,0
fuerte sentido,DERECHO,11
comprometido diseñar proyecto infraestructura minimicir impacto ambiental aprovechar innovación ingeniería sísmico material ecológico,CIVIL,9
pasar tiempo explorar tecnología aparato,INFORMÁTICA,15
querer diseñar casa mejorar calidad vida persona,ARQUITECTURA,6
interesar intersección literatura tecnología descubrir narrativa digital emergente,LETRAS,10
estudiar ciclo económico efecto,ECONOMÍA,5
interesar funcionar mente humano emoción,PSICOLOGÍA,2
querer ayudar gente camino espiritual,TEOLOGÍA,8
querer estudiar papel religión conflicto resolución,TEOLOGÍA,8
encantar buscar forma creativo mejorar proceso industrial,INDUSTRIAL,0
gustar programar aprender idioma querer especializar yo inteligencia artificial,INFORMÁTICA,15
interesado entender comportamiento humano ofrezco voluntario centro comunitario gustar escuchar ayudar querer terapeuta trabajar salud mental,PSICOLOGÍA,2
sueño desarrollar aplicación ayudar millón persona,INFORMÁTICA,15
estudiante relación laboral investigo mecanismo mediación política inclusión fortalecer trabajo equipo cohesión interno,RELACIONES INDUSTRIALES,12
investigar técnica aprendizaje profundo mejorar reconocimiento patrón dato complejo,INFORMÁTICA,15
mirar tendencia urbano diseñar ciudad habitable eficiente,ARQUITECTURA,6
gustar estudio urbano sociología ciudad,SOCIOLOGÍA,1
interesar arquitectura influir bienestar,ARQUITECTURA,6
investigar teoría conocimiento cuestionar paradigma establecido pensamiento crítico,FILOSOFÍA,13
disfrutar crear programa facilitar vida persona,INFORMÁTICA,15
teología contribuir paz mundial,TEOLOGÍA,8
apasionar contabilidad gestión costo abc software contable avanzado,CONTADURÍA,4
querer escritor profesor literatura apasionar,LETRAS,10
diseñar política público impulsar desarrollo sostenible equidad contexto global estudio teoría económico avanzado,ECONOMÍA,5
estudio semiótico texto literario entender símbolo significado,LETRAS,10
querer especializar yo educación niño necesidad especial,EDUCACIÓN,14
gustar utilizar software gestión comercio internacional,ADMINISTRACIÓN,7
involucrado diseño ciudad inteligente,TELECOMUNICACIONES,16
proponer solución innovadora planificación urbano,ARQUITECTURA,6
querer investigar comercio internacional cadena global modelo equilibrio,ECONOMÍA,5
habilidad liderar organizar equipo,ADMINISTRACIÓN,7
gustar investigar literatura indígén ancestral,LETRAS,10
análisis ético caso,TEOLOGÍA,8
gustar auditar prevenir fraude,CONTADURÍA,4
interesado ética profesional,CONTADURÍA,4
disfruto investigar método enseñanza innovador,EDUCACIÓN,14
investigar implementación normativa ambiental proteger naturaleza fomentar sostenibilidad,DERECHO,11
interesado trabajo remoto flexible querer crear lugar trabajo saludable,RELACIONES INDUSTRIALES,12
sentir contribuir sistema económico justo,ECONOMÍA,5
trabajo indicador social sociología ambiental,SOCIOLOGÍA,1
cuestionar porqué cosa participo grupo debate interesar corriente filosófico querer investigar filosofía mente consciencia,FILOSOFÍA,13
interesar aplicar técnica gestión estratégico mejorar competitividad empresarial analizar modelo negocio entorno dinámico,ADMINISTRACIÓN,7
sueño abogado diferencia comunidad,DERECHO,11
éxito empresarial depender compromiso gente,RELACIONES INDUSTRIALES,12
apasionar comunicación social estrategia investigación medio digital transformar difusión información promover cambio social,COMUNICACIÓN SOCIAL,3
gustar investigar problema social solución,SOCIOLOGÍA,1
software diseño rf fascinado transmisión satélite,TELECOMUNICACIONES,16
gustar educación steam aprendizaje proyecto trabajo metodología activo,EDUCACIÓN,14
consciente noticia tendencia manejar red social interesar producción audiovisual marketing querer crear contenido impactar positivamente,COMUNICACIÓN SOCIAL,3
gustar planificar organizar tarea complejo,INDUSTRIAL,0
querer ayudar desarrollar infraestructura sostenible,CIVIL,9
interesar desarrollo talento humano,RELACIONES INDUSTRIALES,12
tiempo libre diseño proceso cosa eficiente querer trabajar fábrica inteligente,INDUSTRIAL,0
informática futuro industria,INFORMÁTICA,15
querer informar tema afectar comunidad,COMUNICACIÓN SOCIAL,3
ingeniería civil clave desarrollo sociedad,CIVIL,9
querer explorar fe mundo moderno apasionar teología tecnología,TEOLOGÍA,8
apasionar analizar tomar decisión económico,ECONOMÍA,5
querer empezar negocio,ADMINISTRACIÓN,7
gustar analizar eficiencia proceso industrial aplicar concepto innovador lean manufacturing and automation reducir coste aumentar calidad,INDUSTRIAL,0
sirvo fe,TEOLOGÍA,8
gustar investigar problema social solución,SOCIOLOGÍA,1
interesar filosofía ciencia influencia,FILOSOFÍA,13
gustar obra llegar término,CIVIL,9
explorar influencia entorno familiar comportamiento,PSICOLOGÍA,2
querer proteger ambiente interesado legislación energía renovable,DERECHO,11
comunicación resolver problema,COMUNICACIÓN SOCIAL,3
querer desarrollar programa prevención salud mental,PSICOLOGÍA,2
promuevo material ecológico construcción lograr edificación amigabl ambiente,CIVIL,9
apasionar desarrollo sistema seguro prueba penetración análisis vulnerabilidad,INFORMÁTICA,15
querer mejorar política recurso humano empresa,RELACIONES INDUSTRIALES,12
gustar estudiar política económico impacto,ECONOMÍA,5
estudiante economía apasionar investigar economía digital forma desarrollo sostenible mundo globalizado,ECONOMÍA,5
política fiscal monetario influir crecimiento económico mundial,ECONOMÍA,5
participo diseño infraestructura integrado tecnología 5 g iot ciudad inteligente,TELECOMUNICACIONES,16
investigar impacto estrés comportamiento humano utilizar método experimental herramienta psicométrica identificar patrón resiliencia,PSICOLOGÍA,2
ayudar comprender él valioso,PSICOLOGÍA,2
gustar analizar dato crear tablero control excel querer consultor mejora proceso,INDUSTRIAL,0
trabajo estudio suelo diseño fundación,CIVIL,9
sueño juez fiscal servir país,DERECHO,11
gustar participar desafío programación,INFORMÁTICA,15
gustar ayudar desarrollar infraestructura sostenible,CIVIL,9
interesado periodismo medio digital querer trabajar comunicación estratégico,COMUNICACIÓN SOCIAL,3
interesado comunicación espacial satelital querer desarrollar red próximo generación tecnología 5 g,TELECOMUNICACIONES,16
querer mejorar tecnología comunicación,TELECOMUNICACIONES,16
apasionar geotecnia diseño cimentación trabajo estudio suelo,CIVIL,9
investigar impacto urbanización calidad ambiental movilidad urbano,CIVIL,9
estudio convergencia tecnología comunicación aplicación mundo digital,TELECOMUNICACIONES,16
estudiar aprendizaje automático procesamiento masivo dato,INFORMÁTICA,15
querer optimizar proceso selección evaluación herramienta psicométrica,RELACIONES INDUSTRIALES,12
querer desarrollar aplicación móvil innovadora trabajo flutter react native,INFORMÁTICA,15
apasionar terapia familiar sistémico trabajo dinámica familiar,PSICOLOGÍA,2
querer ayudar gente superar desafío emocional,PSICOLOGÍA,2
disfruto trabajar número dato financiero,CONTADURÍA,4
estudiar teoría conocimiento cuestiono paradigma establecido explorar relación lenguaje realidad enfoque crítico,FILOSOFÍA,13
disfruto trabajar ambiente dinámico competitivo,ADMINISTRACIÓN,7
palabra escrita,LETRAS,10
marcar diferencia vida estudiante,EDUCACIÓN,14
estudiar impacto comunicación narrativa cultural social,COMUNICACIÓN SOCIAL,3
querer marcar diferencia mundo software libre código abierto,INFORMÁTICA,15
exploración técnica prefabricación acelerar proceso construcción obra civil,CIVIL,9
gustar aplicar conocimiento teórico práctico diseñar infraestructura comunicación,TELECOMUNICACIONES,16
sentir conectado diseño construcción,CIVIL,9
apasionar enseñar aprender estudiante,EDUCACIÓN,14
gustar terapia cognitivoconductual trabajo caso ansiedad depresión,PSICOLOGÍA,2
investigación efecto globalización estabilidad desarrollo mercado emergente,ECONOMÍA,5
preguntar cosa participo grupo discusión interesado corriente filosófico querer investigar filosofía mente conciencia,FILOSOFÍA,13
sentir vocación servir guiar espiritualmente,TEOLOGÍA,8
gustar estudiar política económico,ECONOMÍA,5
explorar potencial computación cuántico resolver problema complejo,INFORMÁTICA,15
teología vida pleno,TEOLOGÍA,8
sentir enseñar querer,EDUCACIÓN,14
gustar explorar electrónico posibilidad,TELECOMUNICACIONES,16
herramienta psicométrica mejorar proceso selección evaluación,RELACIONES INDUSTRIALES,12
gustar resolver conflicto interno,RELACIONES INDUSTRIALES,12
interesado red social multimedia promover iniciativa cambio social,COMUNICACIÓN SOCIAL,3
estudio naturaleza conocimiento interesado,FILOSOFÍA,13
interesado contribución tradición entender significado vida,TEOLOGÍA,8
participo taller escritura creativo perfeccionar estilo explorar género,LETRAS,10
esencia experiencia humano capturar historia corto,LETRAS,10
querer ayudar gente alcanzar potencial fascinado funcionar mente,PSICOLOGÍA,2
gustar estudio urbano sociología urbano,SOCIOLOGÍA,1
disfrutar economía conductual experimental trabajo diseño experimento,ECONOMÍA,5
disfrutar participar actividad interreligiosa,TEOLOGÍA,8
querer asegurar finanza empresa transparente,CONTADURÍA,4
compartir pensamiento enseñanza disfrutar,TEOLOGÍA,8
querer habilidad ayudar pequeño empresa,CONTADURÍA,4
disfruto colaborar proyecto software informático,INFORMÁTICA,15
investigar semiótica texto literario descifrar símbolo significado profundo,LETRAS,10
gustar teología feminista estudio género trabajo teoría crítico,TEOLOGÍA,8
estudiar percepción memorización base experiencia,PSICOLOGÍA,2
estudiante relación laboral investigar mecanismo mediación política inclusión fortalecer trabajo equipo,RELACIONES INDUSTRIALES,12
investigación influencia religión valor ético cohesión social historia,TEOLOGÍA,8
fuerte sentido,DERECHO,11
gustar leer economía caso práctico,ECONOMÍA,5
interesar estudiar interactuar cultura,SOCIOLOGÍA,1
gustar analizar poema,LETRAS,10
pequeño programa automatizar tarea,INFORMÁTICA,15
investigación modelo económico alternativo integrar sostenibilidad equidad,ECONOMÍA,5
analizar evolución red móvil impacto conectividad global,TELECOMUNICACIONES,16
interesado negociación colectivo,RELACIONES INDUSTRIALES,12
gustar analizar proponer mejora proceso producción,INDUSTRIAL,0
diálogo interreligioso contribución tradición comprensión significado vida interesar,TEOLOGÍA,8
sentir vocación enseñar compartir conocimiento,EDUCACIÓN,14
querer trabajar proyecto reducir desigualdad social,SOCIOLOGÍA,1
interesado propiedad intelectual digital gustar especializar yo derecho digital,DERECHO,11
